Operation,Line Number*,Type,Buyer Item Number,Supplier Item Number*,Short Name*,Item Description*,UNSPSC**,Category ID**,Is Active*,Keywords,Lead Time (in Days)*,Currency Code*,Price*,UOM*,Organization Entity,Item specification,Supported UOM,Conversion Factors For Supported UOM WRT UOM**,Price Per Supported UOM**,Manufacturer,Manufacturer Part Number,Manufacturer Model Number,Minimum Order Quantity,Maximum Order Quantity,Banding,Is Tax Exempt,Contract Number,Contract Line Number,Start Date*,End Date*,GTIN,Image Name,Image URL
"","9476","Material","145853","145853","BRUSH,DETAIL,7,NYLON FILL,WHI","This high quality detail brush is excellent for a variety of cleaning applications in tight areas. Features solid upswept handles and a variety of fill material for sensitive surfaces or heavy duty jobs.  Size  7 Material  Nylon QtyCs 12 Manufacturer Malish","","JANITOR CARTS AND ACCESSORIES","Yes","Detail Brush,145853,2390,Malish,,917,12,7","1","USD","18.520","CS","","","CS","1","18.520","Malish","2390","","1","999999","","No","","","04/11/2023","12/31/2099","","145853.jpg","https://www.nacorporation.com/ItemImages/Summit/145853.jpg"
"","9479","Material","146220","146220","SOAP,HAND,LOT,WMOISTURIZER,16","","","HAND CLEANERS AND DISPENSERS","Yes","SOAP,HAND,LOT,W/MOISTURIZER,1600ML,146220,146220,Rubbermaid,,0,1,12.6x16.1x10.2","1","USD","54.650","CS","","","CS","1","54.650","NEWELL BRANDS DISTRIBUTION,LLC","FG4015411","","1","999999","","No","","","04/26/2022","12/31/2099","","146220.jpg","https://www.nacorporation.com/ItemImages/Summit/146220.jpg"
"","9480","Material","146241","146241","SOAP,HAND,FOAM,FRAGDYE FREE,1","For use in the touchless counter mount skin care system, featuring a hygienic sealed refill that effectively reduces cross contamination and is customizable for your environment, thanks to the adjustable sensor range and SMART SHOT Dispensing Technology. High capacity 1.5 Liter refill reduces maintenance and provides fast, easy replacement when needed.    Size 1500 mL Color Clear QtyCs 2 Manufacturer KimberlyClark Professional","","HAND CLEANERS AND DISPENSERS","Yes","Essential Green Certified Foam Skin Cleanser    ,146241,11285,Kimberly-Clark Professional,Scott?,359,1500 mL,2","1","USD","44.260","CS","","","CS","1","44.260","Kimberly-Clark","11285","","1","999999","","No","","","10/05/2022","12/31/2099","","146241.jpg","https://www.nacorporation.com/ItemImages/Summit/146241.jpg"
"","9481","Material","146307","146307","PADS,FLOOR,17,HIPRO,7300,3M","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","29.330","CS","","","CS","1","29.330","3M Commercial Care","61500014867","","1","999999","","No","","","12/31/2022","12/31/2099","","146307.jpg","https://www.nacorporation.com/ItemImages/Summit/146307.jpg"
"","9484","Material","147162","147162","TRUCK,TILT,12 CUBIC YARD,BLAC","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","400.240","EA","","","EA","1","400.240","NEWELL BRANDS DISTRIBUTION,LLC","FG9T1300BLA","","1","999999","","No","","","04/26/2022","12/31/2099","","147162.jpg","https://www.nacorporation.com/ItemImages/Summit/147162.jpg"
"","9482","Material","146862","146862","DUSTER,FEATHER,13 OVERALL","Professional quality gray feathers. Attracts and holds dust. Stained, contoured wood handle with hangup hole. Natural Handle Color. Bristle Material Ostrich Feather Bristle Color Gray Handle Material Wood Handle Color Natural.   Global Product Type DustersHandheld Wand   Bristle Material Ostrich Feather   Bristle Color Gray   Handle Material Wood   Handle Color Natural   Handle Length 6   Length 14   PreConsumer Recycled Content Percent 0   PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0  Special Features Natural Handle Color,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","DUSTER,FEATHER,13 OVERALL,146862,146862,Solo,,0,16","1","USD","7.550","EA","","","EA","1","7.550","Essendant","BWK14FD","","1","999999","","No","","","04/02/2022","12/31/2099","","146862.jpg","https://www.nacorporation.com/ItemImages/Solo/146862.jpg"
"","9485","Material","147323","147323","SQUEEGEE,FLOOR,HEAVY DUTY,22","Digs deep into tile crevices and uneven surfaces to remove liquids, leaving floor finger dry. Removes dirt from grout. Heavyduty rustresistant galvanized steel socket accepts any tapered handle not included. Constructed of heavyduty galvanized steel and features a splash guard. Black natural foam rubber blade. Blade Material Foam Rubber Blade Width 22 Handle Material Galvanized Steel Blade Color Black.   Global Product Type Squeegees   Blade Material Foam Rubber   Blade Width 22   Handle Material Galvanized Steel   Blade Color Black   For Use With Unger  AL140   PreConsumer Recycled Content Percent 0   PostConsumer Recycled Content Percent 0   Total Recycled Content Percent 0,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","Squeegees","1","USD","17.740","EA","","","EA","1","17.740","Essendant","UNGHM550","","1","999999","","No","","","03/31/2023","12/31/2099","","147323.JPG","https://www.nacorporation.com/ItemImages/Essendant/147323.JPG"
"","9418","Material","133319","133319","PADS,FLOOR,20,HIPRO,7300,3M","Quickly and thoroughly removes old floor finish, dirt and buildup. Unique, open web construction allows stripping solution to flow through pad to rinse out dirt and reduce loading for increased padtofloor contact and efficient stripping.    Size 20 Color Black QtyCs 5 Manufacturer 3M","","JANITOR CARTS AND ACCESSORIES","Yes","High Productivity Strpping Floor Pad,133319,61500014891,3M,,320,20,5","1","USD","38.090","CS","","","CS","1","38.090","3M Commercial Care","7000000654","","1","999999","","No","","","12/31/2022","12/31/2099","","133319.jpg","https://www.nacorporation.com/ItemImages/Summit/133319.jpg"
"","9420","Material","133905","133905","SEALER,FLOOR,OVER  UNDER,5GAL","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","53.160","PL","","","PL","1","53.160","Diversey","5118737","","1","999999","","No","","","03/31/2023","12/31/2099","","133905.jpg","https://www.nacorporation.com/ItemImages/Summit/133905.jpg"
"","9421","Material","134240","134240","PADS,UTILITY,WHITE,DOODLEBUG,3","  Manufacturer Item 7007131341 ARA Item 8440","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","24.590","CS","","","CS","1","24.590","3M Commercial Care","70071313418","","1","999999","","No","","","12/31/2022","12/31/2099","","134240.jpg","https://www.nacorporation.com/ItemImages/Summit/134240.jpg"
"","9422","Material","134312","134312","MOP,DUST,5X36,TWIST,SYNTH,BLUE","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","213.600","CS","","","CS","1","213.600","NEWELL BRANDS DISTRIBUTION,LLC","FGJ35500BL00","","1","999999","","No","","","05/01/2022","12/31/2099","","",""
"","9423","Material","134425","134425","SANITIZER,HAND,FOAM,PURELL,CS8","","","HAND CLEANERS AND DISPENSERS","Yes","SANITIZER,HAND,FOAM,PURELL,CS8,ECO,134425,,Gojo,,0,6X6X4","1","USD","59.260","CS","","","CS","1","59.260","Go-Jo Industries Inc","7851-02","","1","999999","","No","","","12/16/2022","12/31/2099","","",""
"Update","9426","Material","134551","134551","DISH DETERGENT,LUSTER,DELIMER,","A premium, highperformance and versatile phosphate free lime scale remover designed for both recirculation cleaning of dish machines and general removal of mineral deposits on kitchen equipment.  Size 1 GAL QtyCs 4 Manufacturer Procter  Gamble","","JANITORIAL/CLEANING CHEMICALS","Yes","Luster Delimer Gallons,134551,45908,Procter & Gamble,,889,1 GAL,4","1","USD","110.510","CS","","","CS","1","110.510","Procter & Gamble","45908","","1","999999","","No","","","04/18/2023","12/31/2099","","134551.jpg","https://www.nacorporation.com/ItemImages/Summit/134551.jpg"
"","9433","Material","136256","136256","URN,SMOKING,GROUNDSKEEPER,BLAC","Tuscan style adds an upscale look blends with many architectural styles. Smooth, injectionmolded plastic is rust resistant and easy to clean. Galvanized steel waste collector holds large quantities of butts empties quickly. Stainless steel snuff plate minimizes smoldering. Anchor holes for added security. Versatile iron black finish complements most environments including those with granite marble and wood siding. Materials Steel Colors Black Shape Cylindrical Width 13.   Global Product Type Smokers CansFreestanding Urn   Materials Steel   Colors Black   Shape Cylindrical   Width 13   Depth 13   Height 38 38   Liner Material Galvanized Steel   Quantity 1 each  PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","133.170","EA","","","EA","1","133.170","NEWELL BRANDS DISTRIBUTION,LLC","FG9W3000BLA","","1","999999","","No","","","04/26/2022","12/31/2099","","136256.JPG","https://www.nacorporation.com/ItemImages/Essendant/136256.JPG"
"","12882","Material","115307","115307","WRINGER,DOWNPRESS,METAL,2436O","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","172.200","EA","","","EA","1","172.200","Geerpres","1015","","1","999999","","No","","","03/21/2023","12/31/2099","","115307.jpg","https://www.nacorporation.com/ItemImages/Summit/115307.jpg"
"","12883","Material","266022","266022","DISPENSER,SOAP,LTX,BLACK,CHME,","Lifetime performance guarantee including batteries. Gojo smart Electronics technology minimizes energy use per actuation, eliminating need to change batteries over the life of the system in most installations. Large sight window, skylight and clear refill bottles make it easy to check fill status. Easily converts to locking dispenser. Removable pump makes recycling easy.  Fully ADA compliant  Size 1200 mL Color BlackChrome QtyCs 4  Manufacturer Item 191904 ARA Item Number 191904","","HAND CLEANERS AND DISPENSERS","Yes","Soap Dispenser,266022,1919-04,Gojo,,899,1200 mL,4","1","USD","18.230","CS","","","CS","1","18.230","Go-Jo Industries Inc","1919-04","","1","999999","","No","","","03/21/2023","12/31/2099","","266022.jpg","https://www.nacorporation.com/ItemImages/Summit/266022.jpg"
"","9506","Material","148266","148266","SANITIZER,HAND,LIQ,PURELL,12.6","  Size 12.6 oz Color Clear QtyCs 12 Manufacturer Gojo","","HAND CLEANERS AND DISPENSERS","Yes","SANITIZER,HAND,LIQ,PURELL,12.6OZ,148266,9747-12-S,Gojo,,362,12,12.6 oz","1","USD","46.070","CS","","","CS","1","46.070","Go-Jo Industries Inc","9747-12-S","","1","999999","","No","","","12/16/2022","12/31/2099","","148266.jpg","https://www.nacorporation.com/ItemImages/Summit/148266.jpg"
"Update","9526","Material","149911","149911","FACIAL TT,CUBE,KLEENEX,95BX","All facial tissue is not created equal More people buy Kleenex  Facial Tissue than any other brand because they prefer the premium feel and performance. Soft, strong and absorbent. Special feature lets you know when tissues are about to run out .The best image for your business.    Size 8.4x8.0 Color White ShtsBx 95 BoxesCs 36 QtyCs 3420 LEED Yes Manufacturer KimberlyClark Professional","","PERSONAL PAPER PRODUCTS","Yes","Upright Facial Tissue,149911,21270,Kimberly-Clark Professional,Kleenex?,163,3420,8.4x8.0","1","USD","52.780","CS","","","CS","1","52.780","Kimberly-Clark","21270","","1","999999","","No","","","10/05/2022","12/31/2099","","149911.jpg","https://www.nacorporation.com/ItemImages/Summit/149911.jpg"
"","9456","Material","140557","140557","MOP,WET,LOOPED,LRG,BLEND,1RED","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","38.630","CS","","","CS","1","38.630","NEWELL BRANDS DISTRIBUTION,LLC","FGD21306RD00","","1","999999","","No","","","05/01/2022","12/31/2099","","140557.jpg","https://www.nacorporation.com/ItemImages/Summit/140557.jpg"
"","9457","Material","140921","140921","URN,SMOKERS,METROPOLITAN,BLACK","The Rubbermaid  Commercial Metropolitan Smokers Station meets the need in the market for efficient cigarette litter management. The stations slim metal Smokers Station offers a contemporary look. The ash urns feature weatherresistant UniKoat powder coating finish. Receptacles are easy to empty with removable, galvanized liner. The stable, weighted, locking units have a bolt down option to prevent theft, pilferage, and tipovers. Capacity Volume 1.6 gal Materials Metal Colors Black Finish Powder Coat.   Global Product Type Smokers CansFreestanding Urn   Capacity Volume 1.6 gal   Materials Metal   Colors Black   Finish Powder Coat   Shape Tower   Height 42.8   Diameter 16.8   Liner Material Galvanized Steel  Compliance Standards LEED Applicable,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","42.8,Black,Metal,Smokers Cans-Freestanding Urn","1","USD","298.830","CS","","","CS","1","298.830","NEWELL BRANDS DISTRIBUTION,LLC","FGR93400BK","","1","999999","","No","","","05/01/2022","12/31/2099","","140921.JPG","https://www.nacorporation.com/ItemImages/Essendant/140921.JPG"
"","9458","Material","140957","140957","SQUEEGEE,TABLE,10,BLUE","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","11.650","EA","","","EA","1","11.650","REMCO","77113","","1","999999","","No","","","06/11/2022","12/31/2099","","",""
"","9459","Material","142357","142357","PART,BATH TT,SPINDLE FOR 0030","","","PERSONAL PAPER PRODUCTS","Yes","","1","USD","6.780","EA","","","EA","1","6.780","American Specialties","R-004","","1","999999","","No","","","05/19/2022","12/31/2099","","142357.jpg","https://www.nacorporation.com/ItemImages/Summit/142357.jpg"
"","9460","Material","142554","142554","AIR FRESHENER,GOOD SENSE,FRESH","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","64.890","CS","","","CS","1","64.890","Diversey","904809","","1","999999","","No","","","03/31/2023","12/31/2099","","142554.jpg","https://www.nacorporation.com/ItemImages/Summit/142554.jpg"
"","9441","Material","137146","137146","PADS,FLOOR,18,WHITE SUPER,410","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","14.600","CS","","","CS","1","14.600","3M Commercial Care","7000042732","","1","999999","","No","","","01/13/2023","12/31/2099","","137146.jpg","https://www.nacorporation.com/ItemImages/Summit/137146.jpg"
"","9443","Material","137148","137148","PADS,FLOOR,18,GREEN,5400N,3M","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","13.560","CS","","","CS","1","13.560","3M Commercial Care","7010341268","","1","999999","","No","","","01/13/2023","12/31/2099","","137148.jpg","https://www.nacorporation.com/ItemImages/Summit/137148.jpg"
"Update","9445","Material","137468","137468","PART,FEMININE,FREE MECH CONVER","","","PERSONAL PAPER PRODUCTS","Yes","","1","USD","51.630","EA","","","EA","1","51.630","Hospeco","CM-FREE","","1","999999","","No","","","04/18/2023","12/31/2099","","137468.jpg","https://www.nacorporation.com/ItemImages/Summit/137468.jpg"
"","9447","Material","137724","137724","MOP,WET,MICROFIBER,LG,WBFT,1H","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","78.420","CS","","","CS","1","78.420","NEWELL BRANDS DISTRIBUTION,LLC","FGT81306GR00","","1","999999","","No","","","05/01/2022","12/31/2099","","",""
"","9448","Material","137750","137750","PADS,FLOOR,20X14,TILEGROUT,BL","","","JANITOR CARTS AND ACCESSORIES","Yes","PADS,FLOOR,20X14,TILE&GROUT,BLUE,137750,P1420TGB,Square Scrub,,0,14 x 28","1","USD","100.350","EA","","","EA","1","100.350","Square Scrub","P1420TGB","","1","999999","","No","","","01/13/2023","12/31/2099","","137750.jpg","https://www.nacorporation.com/ItemImages/Summit/137750.jpg"
"","9450","Material","138465","138465","STATION,LENSCLEAN,WIPERCLNING","","","","Yes","STATION,LENSCLEAN,WIPER&CLNING SOL,138465,,Kimberly-Clark Professional,,0,4","1","USD","71.160","CS","","","CS","1","71.160","Kimberly-Clark","34644","","1","999999","","No","","","09/28/2022","12/31/2099","","138465.jpg","https://www.nacorporation.com/ItemImages/Summit/138465.jpg"
"","9379","Material","123500","123500","DETERGENT,SANITIZER,SUMA D10 J","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","33.520","CS","","","CS","1","33.520","Diversey","100893854","","1","999999","","No","","","04/13/2022","12/31/2099","","123500.jpg","https://www.nacorporation.com/ItemImages/Summit/123500.jpg"
"","9380","Material","123510","123510","SANITIZER,HAND,FOAM,NEXACMPCT,","","","HAND CLEANERS AND DISPENSERS","Yes","SANITIZER,HAND,FOAM,NEXACMPCT,750ML,123510,,,,0","1","USD","89.680","CS","","","CS","1","89.680","Ecolab","6000073","","1","999999","","No","","","02/28/2023","12/31/2099","","",""
"","9381","Material","123521","123521","FRAME,MICROFIBER MOP,24,RUBBE","","","JANITOR CARTS AND ACCESSORIES","Yes","FRAME,MICROFIBER MOP,24,RUBBERMAID,123521,,Rubbermaid,,0","1","USD","103.380","CS","","","CS","1","103.380","NEWELL BRANDS DISTRIBUTION,LLC","FGQ57000YL00","","1","999999","","No","","","05/01/2022","12/31/2099","","123521.jpg","https://www.nacorporation.com/ItemImages/Summit/123521.jpg"
"","9382","Material","123531","123531","DISINFECTANT,CREW RESTROOM,JFI","","","JANITORIAL/CLEANING CHEMICALS","Yes","DISINFECTANT,CREW RESTROOM,JFILL,123531,,Diversey,,0,24 each,6/case","1","USD","139.770","CS","","","CS","1","139.770","Diversey","101102190","","1","999999","","No","","","03/31/2023","12/31/2099","","123531.jpg","https://www.nacorporation.com/ItemImages/Summit/123531.jpg"
"","9384","Material","123592","123592","DISH DETERGENT,SUMA HI TEMP GR","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","182.990","CS","","","CS","1","182.990","Diversey","101100921","","1","999999","","No","","","01/06/2023","12/31/2099","","123592.jpg","https://www.nacorporation.com/ItemImages/Summit/123592.jpg"
"","12094","Material","ERK001","ERK001","VAC PARTS,HEPA FILTER WASHABLE","","","","Yes","","1","USD","24.150","EA","","","EA","1","24.150","BISSELL HOMECARE","68910","","1","999999","","No","","","08/31/2022","12/31/2099","","",""
"","12294","Material","970409","970409","PADS,FLOOR,14X28,DEEP SCRUB","","","JANITOR CARTS AND ACCESSORIES","Yes","PADS,FLOOR,14X28,DEEP SCRUB,970409,,3M,,0","1","USD","119.200","CS","","","CS","1","119.200","3M Commercial Care","7100151262","","1","999999","","No","","","02/28/2023","12/31/2099","","",""
"Update","12840","Material","993601","993601","TOWEL,BIGFOLD Z,10.25X11,EPA","BigFold  Z  premium towels with a new emboss that shouts quality, handperformance, and hand comfort fit into existing CFold and multifold dispensers with no adapter required to provide a premium, costsaving CFold substitute. This towels unique fold allows for reliable, touchless dispensing of one fullyopened, absorbent towel, which reduces the number of towels used as well as the risk of crosscontamination. BigFold  Z  outperforms CFold towels by reducing waste and decreasing costs for an economical solution you can count on.  Size 10.2x10.8 Color White Ply 1 TwlsPk 220 PacksCs 10 QtyCs 2,200 LEED Yes Manufacturer GeorgiaPacific","","PERSONAL PAPER PRODUCTS","Yes","Premium Fold Towel,993601,33587,Georgia-Pacific,BigFold?,170,10.2x10.8,2,200","1","USD","31.190","CS","","","CS","1","31.190","Georgia-Pacific","33587","","1","999999","","No","","","04/13/2023","12/31/2099","","993601.jpg","https://www.nacorporation.com/ItemImages/Summit/993601.jpg"
"","9383","Material","123542","123542","FRAME,MICROFIBER MOP,16,EZ FL","Features a pivoting, lowprofile head. Large surface provides more direct cleaning contact and more scrubbing pressure. Easily collapses with the touch of a button to rinse or change mop head. Mops fit securely to stay on during wringing. Depth 4.25 Application Bare Floors Colors Gray Materials Nylon.   Global Product Type Dust Mop FramesBayonet   Depth 4.25   Application Bare Floors   Colors Gray   Materials Nylon   Width 16   Mop Head Size 16 x 4.25   PreConsumer Recycled Content Percent 0   PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","16,Bare Floors,Dust Mop Frames-Bayonet,Gray,Nylon","1","USD","184.500","CS","","","CS","1","184.500","Unger","SM40G","","1","999999","","No","","","12/31/2022","12/31/2099","","123542.JPG","https://www.nacorporation.com/ItemImages/Essendant/123542.JPG"
"","9385","Material","124126","124126","SWEEPER,CARPET,BLACK,SINGLE AC","Compact commercial sweeper for hard floors and carpet to collect dust, dirt, and debris in tight spaces.   Manufacturer Rubbermaid","","","Yes","SWEEPER,CARPET,BLACK,SINGLE ACTION,124126,,Rubbermaid,,252,300","1","USD","40.240","CS","","","CS","1","40.240","NEWELL BRANDS DISTRIBUTION,LLC","FG421288BLA","","1","999999","","No","","","05/01/2022","12/31/2099","","124126.jpg","https://www.nacorporation.com/ItemImages/Summit/124126.jpg"
"","9387","Material","124523","124523","DUSTER,WAND,REFILL SLEEVE","","","JANITOR CARTS AND ACCESSORIES","Yes","DUSTER,WAND,REFILL SLEEVE,124523,FGQ85300WH00,Rubbermaid,,0,20,6","1","USD","64.130","CS","","","CS","1","64.130","NEWELL BRANDS DISTRIBUTION,LLC","FGQ85300WH00","","1","999999","","No","","","09/17/2021","12/31/2099","","124523.jpg","https://www.nacorporation.com/ItemImages/Summit/124523.jpg"
"","9389","Material","124822","124822","STRIPPER,FLOOR,6H, TNF","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","224.800","CS","","","CS","1","224.800","3M Commercial Care","70071682960","","1","999999","","No","","","12/31/2022","12/31/2099","","124822.jpg","https://www.nacorporation.com/ItemImages/Summit/124822.jpg"
"","9391","Material","125540","125540","DETERGENT,DISH,SUMA DIVER PAK","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","370.440","CS","","","CS","1","370.440","Diversey","957238409","","1","999999","","No","","","03/29/2023","12/31/2099","","125540.jpg","https://www.nacorporation.com/ItemImages/Summit/125540.jpg"
"","9390","Material","125185","125185","DISPENSER,AIR FRESHNER,SS POWD","The GP PRO ActiveAire  product line is a 360 approach to battle odor, the second most frequent restroom complaint. Try the AwardWinning motion activated ActiveAire  Freshener Dispenser for Compact , one of our ActiveAire  WholeRoom Freshener Dispensers and our ActiveAire  Deodorizer Urinal Screens. With a range of matching clean, fresh scents available across the entire product line you can be confident your restrooms will provide a consistent and more welcoming experience for everyone  Type Powered Whole Room Color Stainless Steel Gray QtyCs 1 EA Manufacturer GeorgiaPacific","","JANITOR CARTS AND ACCESSORIES","Yes","GP PRO ActiveAire? Powered Freshener Dispenser SS,125185,53258A,Georgia-Pacific,,268,1 EA","1","USD","5.900","EA","","","EA","1","5.900","Georgia-Pacific","53258A","","1","999999","","No","","","02/22/2022","12/31/2099","","125185.jpg","https://www.nacorporation.com/ItemImages/Summit/125185.jpg"
"","9342","Material","114545","114545","STRIPPER,FLOOR,PRO STRIP,JFILL","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","85.180","CS","","","CS","1","85.180","Diversey","95547355","","1","999999","","No","","","03/31/2023","12/31/2099","","114545.jpg","https://www.nacorporation.com/ItemImages/Summit/114545.jpg"
"","9343","Material","115420","115420","CADDY,SANITIZING,10QT,YELLOW,F","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","94.770","CS","","","CS","1","94.770","NEWELL BRANDS DISTRIBUTION,LLC","FG9T8200YEL","","1","999999","","No","","","04/26/2022","12/31/2099","","115420.jpg","https://www.nacorporation.com/ItemImages/Summit/115420.jpg"
"","9344","Material","117254","117254","DUSTPAN,LOBBY,PRO,WDUST COVER","Selfopeningclosing cover. Builtin recess on the back of the pan allows emptying without touching the pan bottom. Yoke and handle assembly features larger, quieter hinge pins. Wheels and wear pads on the back of the pan provide long product life. Lightweight construction reduces the risk of back strain. Lobby broom sold separately. Materials Plastic Metal Width 12.5 Colors Black Overall Length 37.   Global Product Type DustpansHopper   Materials PlasticMetal   Materials Plastic Metal   Width 12 12   Width 12.5   Colors Black   Overall Length 37   PreConsumer Recycled Content Percent 0   PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","DUSTPAN,LOBBY,PRO,W/DUST COVER,117254,,Solo,,0","1","USD","18.080","EA","","","EA","1","18.080","Essendant","RCP253200BLA","","1","999999","","No","","","06/11/2022","12/31/2099","","117254.jpg","https://www.nacorporation.com/ItemImages/Summit/117254.jpg"
"","9346","Material","117507","117507","DUSTER,FLOPAC,FLAGGED,BLUE","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","46.770","CS","","","CS","1","46.770","CARLISLE","36340414","","1","999999","","No","","","12/31/2022","12/31/2099","","117507.jpg","https://www.nacorporation.com/ItemImages/Summit/117507.jpg"
"","12226","Material","148556","148556","WINDOW WASHING,HYDRPWR ULTRA,R","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","245.730","CS","","","CS","1","245.730","Unger","UHPR3","","1","999999","","No","","","12/31/2022","12/31/2099","","",""
"","9360","Material","120827","120827","FRAME,QUICK CONNECT,ADAPTABLE ","Compatible with HYGEN QuickConnect handle system. Frame folds in half when foot pedal is activated for tab mop function to be wrung out in mop bucket, or pocket mop function to be easily connected and released. Frame does not require adjustment to alternate between two different mopping functions. Red clips are built to withstand up to 24 lbs of force for a strong connection to compatible mop pads. Depth 4 Application Hard Floors Colors BlackGrayRed Materials Plastic.   Global Product Type Dust Mop FramesClip   Depth 4   Application Hard Floors   Colors BlackGrayRed   Materials Plastic   Width 18.25   Mop Head Size 18.25 x 4   For Use With Rubbermaid  Commercial 2132431, 213423, 213427   PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","18.25,Black/Gray/Red,Dust Mop Frames-Clip,Hard Floors,Plastic","1","USD","262.560","CS","","","CS","1","262.560","NEWELL BRANDS DISTRIBUTION,LLC","2132428","","1","999999","","No","","","05/01/2022","12/31/2099","","120827.JPG","https://www.nacorporation.com/ItemImages/Essendant/120827.JPG"
"","12227","Material","159258","159258","PART,FEMININE,FREE COIN MECHAN","","","PERSONAL PAPER PRODUCTS","Yes","","1","USD","11.140","EA","","","EA","1","11.140","Impact Products","35682700","","1","999999","","No","","","03/31/2023","12/31/2099","","159258.jpg","https://www.nacorporation.com/ItemImages/Summit/159258.jpg"
"","12228","Material","179055","179055","PAD,WINDOW WASHING,MICROFIBER,","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","33.560","CS","","","CS","1","33.560","Unger","PHW20","","1","999999","","No","","","12/31/2022","12/31/2099","","",""
"","12229","Material","179057","179057","DUSTER,STARDUSTER,COBWEBCORNE","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","48.750","CS","","","CS","1","48.750","Unger","COBW0","","1","999999","","No","","","12/31/2022","12/31/2099","","",""
"","12230","Material","179058","179058","ADAPTER,HIFLO,NLITE,LOCKING CO","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","13.460","EA","","","EA","1","13.460","Unger","HFNLC","","1","999999","","No","","","01/13/2023","12/31/2099","","",""
"","9145","Material","010285","010285","BATTERY,AAA,DURACELL,PROCELL,2","Manufactured specifically for professional and industrial applications, these batteries are among the most dependable, long lasting alkaline power cells available. Value priced bulk quantities equate to substantial savings. Secure seal corrosion resistance protects valuable, sensitive equipment  Size AAA Grade Industrial QtyCs 24 Manufacturer National Supply","","OFFICE SUPPLIES","Yes","Alkaline Battery,010285,DRC PC2400BKD,National Supply,Duracell,791,24,AAA","1","USD","6.850","BX","","","BX","1","6.850","Essendant","DURPC2400BKD","","1","999999","","No","","","07/16/2022","12/31/2099","","010285(1).jpg","https://www.nacorporation.com/ItemImages/Federal/010285(1).jpg"
"Update","9146","Material","011265","011265","NEUTRALIZER,CONDITIONER,90TUB","Neutralizes alkaline residue after floor stripping and cleaning. Helps eliminate dulling, discoloring and hazing for a longerlasting, brighter finish. Conditions floors for better sealing. Neutralizes urine and other odors on hard floors, grout and carpet. 90 Packets per Tub. Application Burnishing SolutionConditioner Applicable Material Vinyl Composition Tile VCT Solid Vinyl Tile SVT Linoleum Sheet Vinyl Laminates Dirt Types Alkaline Residue Scent Unscented.   Global Product Type Cleaners  DetergentsBurnishing SolutionConditioner   Application Burnishing SolutionConditioner   Applicable Material Vinyl Composition Tile VCT Solid Vinyl Tile SVT Linoleum Sheet Vinyl Laminates   Dirt Types Alkaline Residue   Scent Unscented   Physical Form Powder   Packing Type Packet   Capacity Weight 0.5 oz   PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0  Special Features 90 Packets per Tub,this   More... ","","JANITORIAL/CLEANING CHEMICALS","Yes","90 Packets per Tub,Burnishing Solution/Conditioner,Cleaners &amp; Detergents-Burnishing Solution/Conditioner","1","USD","67.790","CS","","","CS","1","67.790","Essendant","DVO990685","","1","999999","","No","","","04/18/2023","12/31/2099","","011265.JPG","https://www.nacorporation.com/ItemImages/Essendant/011265.JPG"
